Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2SsLcXEBuTZYv6mW1a3C53,"アイリス","Iris","Eir Aoi",2018-10-26,247426,0,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:18Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.595,0.895,9,-2.619,0,0.0504,0.109,0,0.242,0.696,129.034,4
spotify:track:2lO9sYbtyixyMIlj3TDcuU,"RESISTER","Resister (Special Edition)","ASCA",2019-02-27,227573,0,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:23Z,"anime,j-pop,j-rock","NITRON concepts",0.48,0.945,5,-3.195,0,0.081,0.00921,0,0.145,0.396,91.503,4
spotify:track:3A4Najtnflk9RIdkM34Njs,"forget-me-not","forget-me-not","ReoNa",2019-02-06,266560,0,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:30Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.462,0.918,5,-3.865,1,0.0833,0.0044,0.00000113,0.307,0.518,147.954,4
spotify:track:4yws3mFm1DLQ20Z8UWcah7,"Resolution","Resolution","Haruka Tomatsu",2019-10-13,290233,0,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:37Z,"anime,j-pop","NITRON concepts",0.525,0.981,7,-1.278,1,0.136,0.15,0,0.401,0.498,97.603,4
spotify:track:3ISBmcdNPprA32RCm3tx50,"ANIMA","ANIMA","ReoNa",2020-07-13,267177,0,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:50Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.459,0.911,1,-4.568,1,0.114,0.000893,0,0.226,0.475,96.541,4
spotify:track:2BTIKSOhf3X8OA3LWbFW2U,"I will...","I will...","Eir Aoi",2020-08-12,274320,33,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:35:56Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.43,0.963,2,-3.912,1,0.225,0.00287,0,0.11,0.527,175.97,4
spotify:track:5j4e4aydqGyHOvQ486Yw1Z,"プレパレード (第1-16話 OP)","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ『とらドラ!』","mami",2019-07-24,202500,33,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:36:22Z,"anime","fyto inc.",0.577,0.942,0,-4.327,1,0.0396,0.000823,0.367,0.135,0.8,160.038,4
spotify:track:65tYeD8dxMPNUN74u52ScV,"silky heart","√HAPPY END","Yui Horie",2012-02-08,235733,35,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:36:32Z,"anime,j-pop","KING RECORDS",0.675,0.952,11,-2.784,1,0.0402,0.000197,0.276,0.622,0.861,135.002,4
spotify:track:4QnWGv3njjxN9gurEs2VLV,"BLOW OUT","HIGECORE!","Konomi Suzuki",2013,218067,21,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:36:55Z,"anime,j-pop,j-rock","KADOKAWA",0.435,0.874,9,-3.966,1,0.0916,0.00133,0,0.292,0.412,96.205,4
spotify:track:7GIm1pO5HRG5zF8WMCow0U,"剪刀刺客 - 动画《刺客伍六七》主题曲","剪刀刺客 (动画《刺客伍六七》主题曲)","大主宰乐团",2018-04-28,244556,37,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:37:31Z,"chinese rock,anime","奔跑怪物（北京）文化娱乐有限公司",0.445,0.95,2,-4.133,0,0.0683,0.00331,0.0000806,0.0946,0.392,158,4
spotify:track:3Sl01L0MmTm86z33NPHoAq,"STRENGTH.","ABINGDON ROAD","Abingdon Boys School",2010-02-10,275000,43,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:38:19Z,"j-rock,anime,visual kei","Sony Music Labels Inc.",0.474,0.97,9,-3.187,0,0.147,0.0145,0,0.331,0.445,95,4
spotify:track:4kRTgvsaaNNBFMcac3OewD,"resonance (ソウルイーター)","JAPAN ANIMESONG COLLECTION VOL.28 [アニソン・ジャパン]","Yuuki Okamoto",2009-05-27,224000,38,false,1rm8a4ytboch21x75yu5jotkz,2025-03-09T16:39:59Z,"anime","fyto inc.",0.401,0.961,8,-3.821,0,0.179,0.00794,0,0.158,0.439,164.951,4
spotify:track:3RcAU5RwZWXI0gP4lfhQU3,"PSI-missing","LINKAGE","川田まみ",2010,261506,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.519,0.961,5,-6,1,0.0781,0.00706,0.00025,0.168,0.451,129.974,4
spotify:track:6MJeRVnm7ILPDvNNkQXuXY,"masterpiece","MAMI KAWADA BEST -BIRTH-","川田まみ",2013,277720,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.441,0.954,0,-5.245,1,0.236,0.0118,0.000226,0.418,0.435,167.007,4
spotify:track:3qt0xzkw35z9cWHCFYgmIs,"No buts!","MAMI KAWADA BEST -BIRTH-","川田まみ",2013,217706,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.436,0.883,11,-3.79,1,0.0841,0.00157,0.00000198,0.331,0.477,182.988,4
spotify:track:0mbyhR6yezeMz1aBAFkdyt,"See visionS","MAMI KAWADA BEST -BIRTH-","川田まみ",2013,322666,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.382,0.784,1,-6.222,1,0.0616,0.000353,0,0.609,0.229,164,3
spotify:track:72nxG9oS1W6lta9ZqIjXYe,"Magic∞world","Butterfly Effect","黒崎真音",2011,247306,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-rock","NBCUniversal Entertainment",0.474,0.947,4,-4.4,0,0.117,0.000254,0.000106,0.0951,0.387,171.004,4
spotify:track:5VfB5j8z4a4Lskjzyl5h2v,"メモリーズ･ラスト","メモリーズ･ラスト","黒崎真音",2011,248186,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-rock","NBCUniversal Entertainment",0.474,0.869,2,-4.494,1,0.0554,0.0651,0.00000879,0.107,0.591,173.131,4
spotify:track:03SOjIlht2my2jYVaa6kQc,"Gravitation","Gravitation","黒崎真音",2019-06-01,266466,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-rock","NBCUniversal Entertainment",0.329,0.834,10,-3.725,1,0.091,0.0206,0.00000677,0.365,0.451,200.039,4
spotify:track:3bGUP1Mn1vltLGKrJGVlJz,"ROAR","Beloved One","黒崎真音",2020-07-17,247852,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-rock","NBCUniversal Entertainment",0.519,0.955,6,-1.249,0,0.0516,0.00708,0.00000269,0.641,0.576,118.054,4
spotify:track:08hU4ic3BmXofI27o0vNCY,"only my railgun","infinite synthesis","fripSide",2010,254080,1,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.57,0.998,6,-1.336,1,0.16,0.22,0.255,0.317,0.34,142.993,4
spotify:track:6mN9tHvsUX52mUyVNuoxGt,"LEVEL5-judgelight-","infinite synthesis","fripSide",2010,263240,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.563,0.993,8,-0.641,0,0.131,0.161,0.0935,0.31,0.466,139.505,4
spotify:track:0SmtPhkLnifw8Xn1T3wJ9C,"future gazer","infinite synthesis","fripSide",2010,247173,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.56,0.997,9,-1.304,0,0.162,0.2,0.000364,0.31,0.401,138.025,4
spotify:track:65VvDsgTg9REa8zgFpn1kX,"sister's noise","infinite synthesis 2","fripSide",2014,262600,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.576,0.998,5,-2.556,0,0.223,0.0447,0.283,0.34,0.371,143.99,4
spotify:track:5WZ3xStbgNncYN4qV4AGJW,"eternal reality","infinite synthesis 2","fripSide",2014,232946,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:31:55Z,"anime,j-pop","NBCUniversal Entertainment",0.612,0.999,6,-2.237,1,0.334,0.388,0.0181,0.288,0.182,144.936,4
spotify:track:301k9o5Q4P0XTXqfTz5OWy,"絶体絶命","絶体絶命 / Lamp","Cö shu Nie",2019-03-13,149200,31,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:37:10Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.305,0.937,3,-4.547,0,0.168,0.0484,0.00000147,0.0388,0.501,142.733,4
spotify:track:19WVxoewR02crE8ogogLUm,"Lamp","絶体絶命 / Lamp","Cö shu Nie",2019-03-13,174986,25,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:37:10Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.302,0.934,9,-4.104,1,0.0716,0.192,0,0.102,0.532,179.991,4
spotify:track:0LL0hFBywgFHO89WSp00xW,"魔法","魔法","Myuk",2021-02-05,231955,42,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:37:10Z,"anime,j-pop","Sony Music Labels Inc.",0.609,0.634,1,-5.669,1,0.0297,0.134,0,0.0878,0.449,88.004,4
spotify:track:4cXlM7IelyGNnaOiROPZqn,"アイデンティティ","アイデンティティ","Kiro Akiyama",2021-01-27,269813,45,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:37:10Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.264,0.889,8,-3.494,1,0.0589,0.0000098,0.0396,0.0857,0.492,118.977,4
spotify:track:29iD2DMbbCXxMQmvDqM8xK,"Torikago (From DARLING in the FRANXX)","Torikago (From DARLING in the FRANXX)","Akano",2021-03-09,105000,42,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:38:03Z,"anime","Akano",0.601,0.917,1,-5.838,0,0.0565,0.0617,0,0.336,0.335,77.513,4
spotify:track:7m2EQeJH7UQhk1NPZek0xH,"Escape (From Darling in the FranXX) [Orchestral]","Escape (From Darling in the FranXX) [Orchestral]","A V I A N D",2019-04-04,88264,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:38:03Z,"anime","A V I A N D",0.438,0.684,7,-7.526,0,0.0293,0.126,0.953,0.143,0.484,102.822,3
spotify:track:0PlUJsLih9xd4ffTLLs1Kt,"Vanquish (From Darling in the Franxx) [feat. Pandora Journey]","Vanquish (From Darling in the Franxx) [feat. Pandora Journey]","David Eman,Pandora Journey",2019-10-31,163082,35,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:38:03Z,"","1550319 Records DK",0.501,0.447,5,-11.289,0,0.0321,0.0692,0.266,0.0964,0.0345,130.989,4
spotify:track:4KQTgmkSEBzsGS3qL1aX7G,"それは小さな光のような","Sorewa Chiisana Hikarinoyouna","Sayuri",2016-03-18,272916,32,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:39:38Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.492,0.959,7,0.698,0,0.0535,0.109,0,0.0796,0.349,143.966,3
spotify:track:28MKy2umF5roXSqmUQ9eB7,"Re:Re:","Sol-fa","ASIAN KUNG-FU GENERATION",2004-10-20,228760,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:39:38Z,"j-rock,anime,j-pop","Ki/oon Music Inc.",0.541,0.853,4,-5.081,1,0.0357,0.00032,0.144,0.107,0.787,152.913,4
spotify:track:3A4FRzgve9BjfKbvVXRIFO,"Sparkle - movie ver.","Your Name.","RADWIMPS",2016-08-24,537653,67,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:41:40Z,"anime,j-pop,j-rock","EMI Records",0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4
spotify:track:4YaG26NTiWF9tOwYAfYjZ8,"Hokou","Hokou","Bisco & Milo (CV:Ryota Suzuki & Natsuki Hanae)",2022-01-18,276333,24,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:42:39Z,"anime","FlyingDog",0.547,0.824,11,-5.227,0,0.0483,0.0402,0,0.336,0.674,128.034,4
spotify:track:7m7uFwvYtrtHZb2Qw6nT2u,"ハルカミライ","#HAL","KANKAKU PIERO",2017-11-22,176200,1,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime,j-rock","JIJI INC.",0.333,0.98,1,-2.904,0,0.172,0.00381,0,0.175,0.408,181.859,4
spotify:track:3D9yweVjHsSyfINp2Kbyx8,"ガムシャラ","ガムシャラ","みゆな",2018-10-02,197881,57,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime,j-pop,j-rock","Rhythm REPUBLIC",0.386,0.832,10,-4.484,0,0.0606,0.000402,0.0114,0.058,0.605,185.087,4
spotify:track:7lP713bUiokrSjRcztjzgp,"落書きペイジ","落書きペイジ","KANKAKU PIERO",2019-02-04,205610,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime,j-rock","JIJI INC.",0.222,0.98,1,-0.627,1,0.167,0.0047,0.0706,0.228,0.268,184.112,4
spotify:track:1AZKHiqBKfdBxVcWUnJJUj,"sky & blue","sky & blue","GIRLFRIEND",2019-08-28,238128,47,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime,j-rock","avex trax",0.532,0.938,1,-2.713,1,0.0636,0.031,0,0.187,0.802,157.032,4
spotify:track:4v1AlpWyUrz8tBdxbV3VeI,"Stories (Black Clover)","Stories (Black Clover)","Nordex",2020-04-08,103039,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime","Arcadia Studio",0.44,0.668,11,-7.084,0,0.0482,0.00512,0,0.11,0.355,176.825,4
spotify:track:3zLCX1TGMpsA67cW2pq6ut,"永遠に光れ (Everlasting Shine)","DRAMA","TOMORROW X TOGETHER",2020-08-18,191146,57,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"k-pop","Universal Music LLC",0.527,0.891,7,-1.511,0,0.0724,0.119,0,0.208,0.39,127.097,4
spotify:track:522GUu8a8oPPIDFoONcnEk,"Grandeur (Black Clover)","Grandeur (Black Clover)","Studio Yuraki",2021-01-22,203906,50,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:43:45Z,"anime","Studio Yuraki",0.619,0.989,5,-2.141,0,0.153,0.0272,0,0.198,0.628,128.001,4
spotify:track:6qpGlLv9MHaChP5hEx6Pni,"MEMORIA","BLAU","Eir Aoi",2013-01-30,288173,46,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:44:24Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.515,0.83,10,-3.184,1,0.0363,0.233,0,0.343,0.435,128.005,4
spotify:track:1y2SaF15ShbovUZMuT4BrN,"空は高く風は歌う","Oversky","Luna Haruna",2013-08-21,270720,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:44:24Z,"anime,j-pop","Sony Music Labels Inc.",0.512,0.588,0,-4.821,0,0.0245,0.416,0,0.325,0.478,95.982,4
spotify:track:3lodN8CY4ZQIIvlQDEB0Lu,"Bring Back","Bring Back / RISE / FAITH","MADKID",2022-04-07,209946,42,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:48:01Z,"anime,j-rock,j-pop","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.588,0.915,1,-4.187,1,0.121,0.000523,0,0.352,0.514,97.006,4
spotify:track:2gw3kw9PxjpeUAVRRgRLsh,"FAITH","CIRCUS","MADKID",2019-04-24,203160,49,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:48:01Z,"anime,j-rock,j-pop","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.53,0.957,5,-3.518,0,0.17,0.0013,0,0.274,0.655,157.035,4
spotify:track:0qniD6tjpPcGN9imRrBWLg,"RISE","CIRCUS","MADKID",2019-04-24,209226,54,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:48:01Z,"anime,j-rock,j-pop","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.472,0.929,7,-3.162,1,0.156,0.0197,0,0.345,0.481,165.104,4
spotify:track:2oYIgqmZwuQjXTmbMolw9v,"Atashiga Tonarini Iru Uchini","Laika (Special Edition)","Chiai Fujikawa",2019-05-05,355466,32,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:48:01Z,"anime,j-pop,j-rock","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.47,0.737,9,-3.01,1,0.0326,0.0212,0,0.282,0.32,90.929,4
spotify:track:5BbCTsFpRotDXwfdvnw6DI,"きみの名前","ライカ (Special Edition)","Chiai Fujikawa",2019-05-05,301000,47,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:48:01Z,"anime,j-pop,j-rock","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.613,0.563,6,-3.621,1,0.0257,0.26,0,0.124,0.281,81.072,4
spotify:track:6ilTR3RpLCAHDt3Z6YuQGx,"シンデレラ","シンデレラ","Cidergirl",2021-10-08,212310,53,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:49:00Z,"anime,j-pop,j-rock,japanese indie","Universal Music LLC",0.572,0.955,7,-2.617,1,0.0626,0.0141,0,0.315,0.717,129.981,4
spotify:track:4WtqjjSiGYHORMr6VX3td1,"Hikare Inochi","Hikare Inochi","Kitri",2021-11-17,322146,33,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:49:08Z,"anime","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.592,0.769,2,-5.268,1,0.0311,0.319,0.00000466,0.137,0.385,102.033,4
spotify:track:7ItVcZD840Q8ehx3z03iwW,"ラブ・ドラマティック","Love Dramatic","Masayuki Suzuki,Rikka Ihara",2020-02-27,261306,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop,kayokyoku,city pop","Sony Music Labels Inc.",0.71,0.798,9,-5.309,1,0.0343,0.364,0,0.297,0.789,129.039,4
spotify:track:7tdBXBfqfXSWpMaMA8QaES,"DADDY ! DADDY ! DO !","All Time Rock 'n' Roll","Masayuki Suzuki,鈴木愛理",2020-04-15,254640,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop,kayokyoku,city pop","Sony Music Labels Inc.",0.684,0.815,8,-3.826,0,0.0496,0.322,0,0.12,0.819,138.101,4
spotify:track:5RtsmtLsEnwa96TEf56tJQ,"GIRI GIRI","GIRI GIRI","Masayuki Suzuki,すぅ",2022-04-15,258765,49,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop,kayokyoku,city pop","Sony Music Labels Inc.",0.78,0.889,11,-4.053,1,0.0351,0.223,0,0.0484,0.961,127.993,4
spotify:track:1wPOJ0SBOqbrs8Zw7wte88,"Love is Show","Love is Show","Masayuki Suzuki,高城れに",2022-12-16,242027,41,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop,kayokyoku,city pop,c-pop","Sony Music Labels Inc.",0.697,0.836,1,-6.063,0,0.0428,0.233,0,0.336,0.852,141.01,5
spotify:track:48gbPVwayrBnpyrjaQxP2q,"センチメンタルクライシス","Sentimental Crisis","halca",2019-02-20,242573,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop","Sony Music Labels Inc.",0.439,0.899,7,-2.772,1,0.0717,0.0184,0.00321,0.131,0.622,167.03,4
spotify:track:31E8YKD0j4cI1R0gfocCtb,"チカっとチカ千花っ","KAGUYA ULTRA BEST","藤原千花(CV:小原好美)",2022-04-27,178586,48,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime","Aniplex Inc.",0.742,0.88,7,-4.28,1,0.299,0.166,0.00000603,0.116,0.393,178.014,4
spotify:track:7JKJ7p6vz8ZMDdzzd3mww2,"ハートはお手上げ","ハートはお手上げ","鈴木愛理",2022-04-22,227027,41,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:50:30Z,"anime,j-pop","Sony Music Labels Inc.",0.647,0.939,5,-2.658,1,0.0953,0.224,0.0000837,0.169,0.689,156.982,4
spotify:track:2lD8rPegYoYC1WucU3vU1W,"ないない","ないない (Special Edition)","ReoNa",2021-05-12,254093,40,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:07Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.626,0.758,5,-4.643,0,0.0436,0.0152,0,0.14,0.821,130.047,4
spotify:track:0rBTz8QXqqKSoNGvv1kVf4,"シャル・ウィ・ダンス？","シャル・ウィ・ダンス？(Special Edition)","ReoNa",2022-07-27,271493,30,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:25Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.608,0.829,5,-5.13,0,0.0472,0.0464,0,0.0596,0.681,116.992,4
spotify:track:2NZ0LH20J4E7XiHdTMPsm5,"Masquerade","Masquerade","ClariS",2022-07-16,237730,32,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:25Z,"anime,j-pop","Sony Music Labels Inc.",0.37,0.807,0,-4.241,0,0.0427,0.399,0.0000803,0.132,0.385,159.794,3
spotify:track:6qg86i2yfgPhmMdhz8K32c,"a hollow shadow","シャドーハウス Original Soundtrack","Kenichiro Suehiro",2021-06-23,135853,33,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:25Z,"anime,soundtrack","Aniplex Inc.",0.221,0.78,2,-4.5,0,0.0609,0.185,0.0833,0.102,0.417,172.423,4
spotify:track:4bBn7HCdg8psZmGomE5jap,"Paper Bouquet","Paper Bouquet","Mili",2022-04-02,208559,47,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:53Z,"anime","Saihate Records",0.563,0.867,0,-7.422,0,0.0356,0.0114,0.0737,0.21,0.665,106.034,4
spotify:track:4ArweSrn1ZczGwYQnokKCk,"灯火セレナード","灯火セレナード","ChouCho",2022-04-09,228532,17,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:51:53Z,"anime,j-pop","Lantis",0.445,0.875,6,-2.266,0,0.0393,0.0258,0,0.143,0.573,92.016,4
spotify:track:4K9Swad8bRyKGsNELc3vfp,"Sincerely","Sincerely","TRUE",2018-01-31,275080,44,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:54:30Z,"anime,j-pop","Lantis",0.417,0.846,2,-3.377,1,0.0594,0.0311,0,0.233,0.466,143.994,4
spotify:track:5KpUgOcUVkO1nA8H50pf9q,"みちしるべ","みちしるべ","茅原実里",2018-01-31,287706,46,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:56:01Z,"anime,j-pop","Lantis",0.289,0.422,9,-5.88,1,0.0337,0.171,0,0.0862,0.212,173.795,4
spotify:track:4o8ZA7sEHawMmnBtW34B8W,"巣立ちの歌","巣立ちの歌","アネモネリア",2021-01-26,195573,34,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:57:29Z,"anime","Sony Music Labels Inc.",0.503,0.467,3,-5.792,1,0.0275,0.211,0.000251,0.0881,0.284,96.018,4
spotify:track:0U3JBftbH2K1rzaMM2fav3,"Life is サイダー","Life is サイダー","アネモネリア",2021-01-26,242827,30,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:57:29Z,"anime","Sony Music Labels Inc.",0.746,0.899,1,-2.956,1,0.0436,0.0637,0.00423,0.322,0.735,105,4
spotify:track:2oDJLYJhQMZNX99FtaXFHQ,"グロウアップ(オリジナル歌手:Hysteric Blue)[ガイドメロディ無しカラオケ]","グロウアップ(オリジナル歌手:Hysteric Blue)[ガイドメロディ無しカラオケ]","歌っちゃ王",2020-11-17,213786,12,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:58:59Z,"visual kei","歌っちゃ王",0.427,0.866,7,-10.238,1,0.0277,0.00217,0.888,0.35,0.751,162.952,4
spotify:track:2OvfUwEd9alJnJ9aziiucw,"Sexy Sexy","Sexy Sexy","CASCADE",2000-11-16,243986,39,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:58:59Z,"visual kei,j-rock,anime","Universal Music LLC",0.649,0.951,1,-5.525,0,0.0654,0.0115,0.0119,0.0587,0.671,131.154,4
spotify:track:43vkJIKACSolK6cbPJknEL,"マイナーピース","マイナーピース","ZAQ",2024-01-04,189200,52,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:40Z,"anime,j-pop,j-rock","Lantis",0.539,0.941,0,-3.798,1,0.102,0.00293,0,0.339,0.799,145.936,4
spotify:track:5cDdNqff2mAutAWAM2Zs2c,"今世大革命","今世大革命","ニノミヤユイ",2024-01-04,199800,43,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:40Z,"anime","Lantis",0.569,0.972,8,-3.613,1,0.0856,0.103,0.0000323,0.351,0.677,160.016,4
spotify:track:4wi6FAWdvAzyPWN40U9EzM,"CLATTANOIA","OPENING THEME FROM ”OVERLORD” CLATTANOIA","OxT",2015-08-26,237880,46,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:54Z,"anime,j-rock","KADOKAWA",0.378,0.958,7,-2.651,0,0.0883,0.0111,0,0.306,0.559,94.835,4
spotify:track:77tRs6Jx8grzUdJYwEbvdy,"L.L.L.","eYe's","MYTH & ROID",2017-04-26,216186,0,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:54Z,"anime,j-rock,j-pop","メディアファクトリー",0.556,0.902,4,-3.603,0,0.11,0.0231,0.00000143,0.403,0.701,104.132,4
