Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3ZVBALARFQXHBAxYHP5cCw,"HYDRA","MYTH & ROID ベストアルバム「MUSEUM-THE BEST OF MYTH & ROID-」","MYTH & ROID",2020-03-04,293394,44,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:54Z,"anime,j-rock,j-pop","KADOKAWA",0.316,0.786,1,-5.461,0,0.0608,0.15,0.00000102,0.116,0.241,166.326,4
spotify:track:5PSPmnGfEEE2lMywDvJKsh,"Silent Solitude","TVアニメ「オーバーロードⅢ」エンディングテーマ「Silent Solitude」","OxT",2018-08-08,212413,46,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:54Z,"anime,j-rock","KADOKAWA",0.543,0.883,3,-5.411,0,0.0752,0.184,0,0.437,0.447,110.021,4
spotify:track:355nQhlJ37CswXP54GZAz9,"HOLLOW HUNGER","OPEING THEME FROM TV SERIES ”OVERLORD IV”","OxT",2022-07-27,223141,57,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T17:59:54Z,"anime,j-rock","KADOKAWA",0.567,0.897,8,-4.363,0,0.235,0.0699,0,0.297,0.709,159.885,4
spotify:track:0jD9vgDvsn9rkDmZpu06PT,"Knew day","「灰と幻想のグリムガル」オープニング・テーマ「Knew day」","(K)NoW_NAME",2016-02-17,234240,23,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:00:41Z,"anime","TOHO animation RECORDS",0.474,0.972,0,-3.491,0,0.0631,0.00489,0,0.212,0.622,150.104,4
spotify:track:6KOi28b98YkZNMgFkb4QO3,"Harvest","TVアニメ「灰と幻想のグリムガル」 CD-BOX『Grimgar Ashes and Illusions ”BEST”』","(K)NoW_NAME",2016-05-18,283240,33,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:00:41Z,"anime","TOHO animation RECORDS",0.327,0.414,3,-7.261,1,0.0304,0.00209,0.00000676,0.275,0.323,152.022,4
spotify:track:5Hu1N7iBqMt9ig24RWsbkg,"Cultivate","TVアニメ「灰と幻想のグリムガル」 CD-BOX『Grimgar Ashes and Illusions ”BEST”』","(K)NoW_NAME",2016-05-18,310000,19,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:00:41Z,"anime","TOHO animation RECORDS",0.518,0.68,9,-5.493,1,0.0303,0.000911,0.00000316,0.342,0.411,107.962,4
spotify:track:4cHqWNDNrgCu6PbUZcgUxP,"99.9","99.9","MOB CHOIR,sajou no hana",2019-03-06,188706,57,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock,j-pop","ワーナー ブラザース ジャパン",0.489,0.94,10,-2.632,0,0.209,0.00415,0.000201,0.15,0.681,167.99,4
spotify:track:5BWUhb5fg3yXJLddvjwXDo,"99","99","MOB CHOIR",2016-08-31,237386,60,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime","ワーナー・ホーム・ビデオ",0.516,0.922,6,-3.551,0,0.163,0.00439,0,0.308,0.445,94.964,4
spotify:track:69Xcy8i2S0DUjzE6ry2Nb6,"いきるひとびと","99.9","MOB CHOIR,sajou no hana",2019-03-06,187546,23,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock,j-pop","ワーナー ブラザース ジャパン",0.616,0.845,8,-3.875,1,0.0475,0.253,0,0.0377,0.916,134.981,4
spotify:track:1YwQ8gECJS7ogrCBWrZt3G,"Refrain Boy","Refrain Boy","ALL OFF",2016-08-31,211000,45,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock","ワーナー・ホーム・ビデオ",0.473,0.869,1,-6.902,1,0.0384,0.000012,0.000061,0.107,0.862,95.048,4
spotify:track:23R8fLFfyxhpPg64osstsu,"グレイ","メモセピア/グレイ","sajou no hana",2019-03-06,223426,31,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock,j-pop","ワーナー ブラザース ジャパン",0.625,0.68,5,-5.527,0,0.0287,0.00353,0,0.0863,0.668,95.986,4
spotify:track:7D3Y7c8WwS7LzaXST0Wgpt,"目蓋の裏","メモセピア/グレイ","sajou no hana",2019-03-06,199933,20,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock,j-pop","ワーナー ブラザース ジャパン",0.671,0.705,2,-4.205,1,0.0518,0.109,0,0.123,0.597,116.942,4
spotify:track:2BM2k7oEGcGoD4yBeRworb,"メモセピア","メモセピア/グレイ","sajou no hana",2019-03-06,235146,27,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:03:25Z,"anime,j-rock,j-pop","ワーナー ブラザース ジャパン",0.567,0.954,8,-3.048,1,0.0799,0.0486,0,0.143,0.727,106.32,4
spotify:track:2MmgGuQzr0kkiA04lMdPXW,"トウキョウ・シャンディ・ランデヴ","トウキョウ・シャンディ・ランデヴ","MAISONdes,花譜,ツミキ",2022-10-21,184766,56,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:21Z,"j-pop,anime,vocaloid","Sony Music Labels Inc.",0.734,0.973,6,-1.789,0,0.0754,0.0435,0.000548,0.0718,0.91,137.024,4
spotify:track:3RFL9hE5cBocBsjD5XLJLQ,"Mixed Nuts","Mixed Nuts","OFFICIAL HIGE DANDISM",2022-04-15,213438,58,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,anime,j-rock","IRORI Records",0.542,0.918,6,-5.074,1,0.0937,0.0101,0,0.259,0.784,150.094,4
spotify:track:5SuOikwiRyPMVoIQDJUgSV,"Comedy","Comedy","Gen Hoshino",2022-04-08,230666,63,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,anime","Speedstar",0.676,0.461,1,-6.746,0,0.143,0.0322,0.00000101,0.358,0.715,87.917,4
spotify:track:7qOsSOpiL3R8RKyiBtIYNQ,"SOUVENIR","SOUVENIR","BUMP OF CHICKEN",2022-09-29,264126,60,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,j-rock,anime","Toy's Factory",0.622,0.94,2,-4.997,1,0.0413,0.0094,0.00000648,0.0957,0.96,158.056,4
spotify:track:1uveEvgKX4irLcp1BUTIFD,"色彩","色彩","yama",2022-10-02,192175,59,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.581,0.926,7,-3.268,0,0.0662,0.176,0,0.251,0.874,117.04,4
spotify:track:61Go3FTDYWfYCIOocJebUm,"Kura Kura","Kura Kura","Ado",2023-10-04,191105,56,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.54,0.958,5,-4.26,1,0.0951,0.0492,0,0.308,0.652,93.852,4
spotify:track:7AObB1OaxymMYQ2pTmFV0f,"Todome no ichigeki (feat. Cory Wong)","Todome no ichigeki (feat. Cory Wong)","Vaundy,Cory Wong",2023-10-08,310160,38,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:04:43Z,"j-pop,japanese indie,j-rock,jazz funk,jazz fusion","SDR Inc.",0.577,0.946,1,-3.887,1,0.0498,0.157,0,0.291,0.87,100.011,4
spotify:track:2zl3v1u55bL64dgPZBEKL6,"雷火","雷火/魔法","NANAOAKARI",2021-08-11,229226,19,false,1rm8a4ytboch21x75yu5jotkz,2025-04-02T18:06:43Z,"vocaloid,j-pop,anime","Sony Music Labels Inc.",0.601,0.903,6,-2.9,1,0.209,0.103,0.00277,0.0494,0.365,90.977,4
spotify:track:1O4JEMG1V06Lmkw8JQMY52,"ロスタイム - Losstime","アンサンブル・プレイ","Creepy Nuts",2022-09-07,219506,58,false,1rm8a4ytboch21x75yu5jotkz,2025-04-10T22:57:27Z,"anime,j-pop,j-rap","Sony Music Labels Inc.",0.783,0.786,9,-7.044,1,0.0528,0.12,0.0000128,0.13,0.678,91.98,4
spotify:track:1GBl9PT3AV0qph1dEtGnzp,"Without Love","Without Love","LMYK",2023-02-07,247104,43,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:14:38Z,"anime","Sony Music Labels Inc.",0.352,0.369,1,-9.583,1,0.0373,0.639,0,0.109,0.223,79.897,4
spotify:track:6A7sTvj68RJAVgTduJEQnA,"Paradox","Paradox","Survive Said The Prophet",2023-04-04,241153,56,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:14:38Z,"anime,j-rock","Sony Music Labels Inc.",0.282,0.97,11,-4.511,0,0.0891,0.00989,0,0.447,0.135,98.887,4
spotify:track:2Fw5u0XQ18akFhJCQOcNCe,"Ember","Ember","haju:harmonics",2023-04-18,252306,40,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:14:38Z,"anime","Sony Music Labels Inc.",0.478,0.686,6,-4.298,0,0.0397,0.241,0.0000492,0.1,0.197,85.878,4
spotify:track:4paWxnLApJi5JIMlJg9UAX,"around the world - Dave Rodgers Remix","SUPER EUROBEAT presents INITIAL D 〜D SELECTION〜","m.o.v.e",1998-07-29,274666,47,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:16:26Z,"anime","avex trax",0.624,0.938,0,-4.099,1,0.035,0.0396,0,0.338,0.656,138.071,4
spotify:track:152unnv8fuahIUyVnHJutJ,"KILLING MY LOVE","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Leslie Parrish",1998-10-28,294466,57,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:16:44Z,"","avex trax",0.595,0.887,1,-7.265,1,0.051,0.00538,0.0000115,0.0887,0.725,156.191,4
spotify:track:70p3HYq9iHZisJqpDmWd1U,"Guren no Yumiya","Shingeki no Kiseki","Linked Horizon",2017-05-17,310680,65,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.455,0.952,1,-6.382,0,0.0787,0.0232,0.0000565,0.0662,0.332,90.365,4
spotify:track:188vCXc4bAejLqGhpEVBGT,"Jiyuu no Tsubasa","Shingeki no Kiseki","Linked Horizon",2017-05-17,331946,61,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.373,0.972,7,-6.005,1,0.123,0.0619,0.0000331,0.379,0.0759,157.433,4
spotify:track:5uraJqtCBvLpwt3VeomZdq,"Shinzo wo Sasageyo !","Shingeki no Kiseki","Linked Horizon",2017-05-17,341413,68,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.44,0.983,0,-4.36,1,0.0868,0.22,0,0.26,0.203,159.968,4
spotify:track:0zvN9oq95bIEQjvfcdeZlX,"Red Swan","Red Swan","YOSHIKI,HYDE",2018-10-03,263720,65,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-rock,visual kei","PONY CANYON INC.",0.275,0.782,10,-4.689,1,0.0467,0.0521,0.00000225,0.331,0.154,131.744,4
spotify:track:7lcTpZtdTyfiIgVIpmTVut,"Shoukei to Shikabane no Michi","Shinjitsu eno Shingeki","Linked Horizon",2019-07-03,276176,55,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.357,0.965,8,-4.323,1,0.294,0.166,0,0.396,0.164,177.91,4
spotify:track:5B9gDlmcZZZamZ53hUeMlf,"UNDER THE TREE - Full Length Ver.","PLAYDEAD","SiM",2023-09-27,271265,0,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-rock","UNFD",0.293,0.935,11,-1.304,0,0.0996,0.00038,0.00000388,0.133,0.496,159.983,4
spotify:track:1iwxWteWfmWb1LekPweXnY,"Saigo no Kyojin","Saigo no Kyojin","Linked Horizon",2023-11-06,240740,53,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.469,0.911,11,-9.217,0,0.0801,0.0347,0,0.333,0.383,155.496,4
spotify:track:3hdbzikxtK3sY5MT5wAAan,"Utsukushiki Zankokuna Sekai (From Attack on Titan)","Couleur","Yoko Hikasa",2014-09-03,293706,50,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime","PONY CANYON INC.",0.403,0.759,2,-4.15,0,0.0488,0.374,0.0000912,0.125,0.195,169.943,4
spotify:track:0AoihXguzdLjY6RqvImB3I,"Great Escape","Great Escape","cinema staff",2017-11-01,207466,49,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-rock","PONY CANYON INC.",0.312,0.938,2,-2.661,1,0.0928,0.000403,0,0.274,0.508,183.918,4
spotify:local:Attack+on+Titan:Yugure+no+Tori+-+Single:Yugure+no+Tori:297,"Yugure no Tori","Yugure no Tori - Single","Attack on Titan",,297000,0,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"","undefined",,,,,,,,,,,,
spotify:track:2vH8JFJKfkAgZs1GFlOzGh,"Akatsuki no Requiem","Rakuen Eno Shingeki","Linked Horizon",2018-10-03,240573,56,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.498,0.82,2,-6.288,0,0.0439,0.401,0.00000454,0.373,0.299,136.901,3
spotify:track:1y9QiBBJynizfLbYjHM2Sg,"Name of Love","Name of Love","cinema staff",2019-05-29,266680,50,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-rock","PONY CANYON INC.",0.445,0.73,9,-3.979,1,0.0371,0.0166,0,0.15,0.168,147.991,4
spotify:track:6hfkQdov7M8th5y7hjVcwB,"Itterasshai","Itterasshai","Ai Higuchi",2023-11-05,235433,45,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.587,0.385,10,-8.589,1,0.0377,0.29,0,0.108,0.185,74.907,4
spotify:track:4KYO2hnz2vWH0JHJuWypAf,"Nisennen... Moshiku wa... Nimannen Go no Kimi e","Nisennen... Moshiku wa... Nimannen Go no Kimi e","Linked Horizon",2023-11-05,284784,52,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:17:23Z,"anime,j-pop","PONY CANYON INC.",0.302,0.616,7,-11.446,0,0.161,0.763,0,0.376,0.389,151.833,4
spotify:track:5sCRDFUpyagl45kAZJDfWj,"ああ人生に涙あり","ああ人生に涙あり","深澄真(CV.花江夏樹)",2021-07-08,198959,11,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime","ミリカ・ミュージック",0.574,0.737,9,-7.5,0,0.0425,0.124,0.000151,0.291,0.682,133.053,4
spotify:track:7buYkoFrCikSV4nxYTK2OH,"ビューティフル・ドリーマー","ビューティフル・ドリーマー","Ezoshika Gourmet Club",2021-07-14,256966,31,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime,japanese indie","GIANT LEAP",0.364,0.892,11,-6.859,1,0.0599,0.0174,0.000198,0.197,0.449,154.994,4
spotify:track:49qyFymC0qs83BqhUwwdQt,"Ah Jinsei ni Namida Ari","Ah Jinsei ni Namida Ari","巴(CV.佐倉綾音),澪(CV:鬼頭明里)",2021-07-29,248189,30,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime","ミリカ・ミュージック",0.343,0.902,2,-7.626,1,0.111,0.0000533,0.000147,0.223,0.234,184.889,4
spotify:track:2dTqP0VXe0G6cbVagyeJ8a,"ユートピア","ユートピア","須田景凪",2024-01-08,175558,41,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime,j-pop,j-rock","A.S.A.B",0.604,0.937,11,-4.041,0,0.138,0.000628,0,0.308,0.786,102.566,4
spotify:track:5CWKezKmBJlclkNnrka4sL,"My Factor","My Factor","Kent Ito",2024-01-15,255054,35,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime","A-Sketch/Astro Voice",0.639,0.839,4,-4.511,0,0.0458,0.0015,0,0.301,0.667,121.968,4
spotify:track:78YZXkFnJuXP2hR5KWPeZy,"Reversal","Reversal","syudou",2024-04-15,203466,45,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"vocaloid,anime,j-pop","syudou商店",0.462,0.915,6,-2.632,0,0.106,0.00943,0,0.319,0.618,197.008,3
spotify:track:4cUylU8OCq19DcHQVJtE6c,"Unconventional Human","Unconventional Human","Kaori Maeda",2024-04-08,221017,33,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:08Z,"anime","DMM music/Astro Voice",0.713,0.871,2,-3.699,0,0.0411,0.0272,0.0000217,0.617,0.653,129.975,4
spotify:track:6y4GYuZszeXNOXuBFsJlos,"Kaikai Kitan","Kaikai Kitan / Ao No Waltz","Eve",2020-12-23,221426,73,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-pop,j-rock,vocaloid,japanese indie","TOY'S FACTORY",0.584,0.911,5,-3.515,0,0.09,0.0119,0,0.119,0.606,92.502,4
spotify:track:4R6yPy83vDEZtwJsBavUfo,"VIVID VICE","VIVID VICE","Who-ya Extended",2021-01-16,185173,57,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-rock","Sony Music Labels Inc.",0.475,0.942,5,-4.348,1,0.134,0.0154,0,0.0902,0.303,92.094,4
spotify:track:6aHFdm58mPF4YPJX3FgI0z,"give it back","give it back","Cö shu Nie",2021-01-22,212476,55,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.461,0.591,1,-5.838,1,0.0496,0.463,0,0.05,0.354,99.826,4
spotify:track:4q1gTFIxHFRQKICbIuVH8C,"Avant","Avant","Eve",2022-03-08,206685,49,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-pop,j-rock,vocaloid,japanese indie","TOY'S FACTORY",0.491,0.791,6,-3.953,1,0.0442,0.00229,0,0.0843,0.58,92.935,4
spotify:track:12usPU2WnqgCHAW1EK2dfd,"青のすみか","青のすみか","Tatsuya Kitani",2023-07-07,196466,72,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.479,0.898,1,-4.809,1,0.169,0.0134,0,0.297,0.639,151.99,4
spotify:track:5blG2vXcJC2n9l3rb5sCOr,"燈","燈","Soushi Sakiyama",2023-07-07,238720,61,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"anime,j-pop","Sony Music Labels Inc.",0.671,0.677,5,-4.849,1,0.0381,0.294,0,0.236,0.665,127.08,4
spotify:track:2ZT6eELxeETGamaiXu6vmk,"more than words","more than words","Hitsujibungaku",2023-09-01,289720,64,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:18:50Z,"japanese indie,j-pop,anime,shoegaze,j-rock","F.C.L.S.",0.596,0.795,6,-4.778,1,0.0284,0.000147,0.000317,0.16,0.577,130.037,4
spotify:track:6FioflhVJ1XLMDYFDrDtKX,"遠い叫び","CHABO'S BEST HARD & Heart <HARD編>","Reichi Nakaido",2003-01-29,296400,30,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:19:18Z,"j-rock,kayokyoku","EMI MUSIC JAPAN INC.",0.612,0.68,11,-6.424,0,0.0253,0.000451,0.00000442,0.174,0.456,110.011,4
spotify:track:275ULfjS2XcfhP7u4XXyft,"シュークリーム・ファンク","シュークリーム・ファンク","Philosophy no Dance",2023-04-08,215399,39,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:19:52Z,"anime,j-pop","Sony Music Labels Inc.",0.637,0.836,1,-4.17,1,0.105,0.00329,0,0.4,0.571,141.11,4
spotify:track:6TigsoyoeqHi9YxymTfj0x,"トーキョーズ・ウェイ！","トーキョーズ・ウェイ！","Shiritsu Ebisu Chugaku",2024-01-07,224000,44,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:19:52Z,"j-pop,anime","Sony Music Labels Inc.",0.742,0.82,6,-6.812,1,0.25,0.00701,0,0.105,0.533,125.946,4
spotify:track:5ifAsfvRMv3CxXZBB5epIf,"from the edge","from the edge","FictionJunction,LiSA",2019-09-02,278655,0,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"anime,j-pop,j-rock","NITRON concepts",0.352,0.926,1,-3.827,1,0.15,0.0014,0.0000579,0.234,0.157,162.051,4
spotify:track:0NsMgzCzCuedQKqIWSOF34,"Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version]","Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version]","Akano",2019-09-19,328548,0,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"anime","Akano",0.422,0.328,2,-8.941,0,0.0324,0.588,0.0000029,0.097,0.159,151.846,4
spotify:track:0f5hcKLCRgpdVV424X4XDQ,"白銀","白銀","LiSA",2021-11-15,264666,54,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.485,0.888,11,-3.326,1,0.0489,0.00277,0.00000116,0.373,0.282,142.983,4
spotify:track:0cSkn2l67csUljEy0EEBPn,"炎","炎","LiSA",2020-10-12,275000,63,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.477,0.685,2,-4.554,1,0.0325,0.105,0,0.277,0.308,152.04,4
spotify:track:1RtxMS6dcQuxK5y8TKh4Md,"コイコガレ","コイコガレ","milet,MAN WITH A MISSION",2023-04-17,215866,57,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.337,0.925,9,-4.649,1,0.0822,0.000366,0.00000299,0.292,0.355,174.986,4
spotify:track:2otdcgLtoowuQzlU0Cx827,"夢幻","夢幻","MY FIRST STORY,HYDE",2024-05-13,241156,68,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"j-rock,j-pop,anime,visual kei","Sony Music Labels Inc.",0.426,0.929,1,-4.305,1,0.0962,0.00479,0,0.116,0.404,135.008,4
spotify:track:4sWlVvuOg0lzDkC56lWrbg,"永久 -トコシエ-","永久 -トコシエ-","HYDE,MY FIRST STORY",2024-05-20,261497,57,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:22:36Z,"anime,visual kei,j-rock,j-pop","Sony Music Labels Inc.",0.321,0.928,4,-4.542,0,0.0985,0.000125,0.00000517,0.112,0.152,86.158,4
spotify:track:0QpwFmdAK6mXvXTqlDgva4,"守りたいもの","守りたいもの","大原ゆい子",2024-04-08,266500,38,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime,j-pop","TOHO animation RECORDS",0.32,0.622,0,-7.348,1,0.0324,0.0273,0.000413,0.0801,0.341,179.964,4
spotify:track:4IomhoO99emO8bSaZRQpt9,"かげくらべの唄","かげくらべの唄","大原ゆい子",2024-07-02,273600,36,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime,j-pop","TOHO animation RECORDS",0.522,0.43,9,-6.9,1,0.0254,0.0303,0.0338,0.316,0.422,99.774,3
spotify:track:29fFAKTm2Bvw9KwyxGtYgV,"Tsubasa","Tsubasa","ナナホシ(CV:若山詩音)",2024-04-23,273000,44,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime","TOHO animation Records",0.711,0.716,8,-6.264,1,0.0322,0.148,0,0.232,0.815,105.033,4
spotify:track:0W7TWQmdeH4p2o5wbdVR8S,"Happy days","Mushoku Tensei Jobless Reincarnation Season2 Original Soundtrack","藤澤慶昌",2024-07-02,135000,19,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime","TOHO animation RECORDS",0.367,0.154,5,-12.707,1,0.0317,0.951,0.197,0.145,0.105,99.541,3
spotify:track:0pkVxyrTqqlv3moOEA2wOt,"ムスビメ","ムスビメ","大原ゆい子",2023-07-17,290000,42,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime,j-pop","TOHO animation RECORDS",0.457,0.569,11,-6.279,1,0.028,0.0785,0.00000172,0.106,0.379,155.97,4
spotify:track:2a4oQP0wKJYdM6uNtFPsuW,"Clover","Clover","大原ゆい子",2023-07-03,260000,35,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime,j-pop","TOHO animation RECORDS",0.498,0.498,2,-8.064,1,0.0288,0.473,0.000306,0.356,0.348,74.862,4
spotify:track:0iL43uP0m7L7sxNR98b8nv,"花咲み","花咲み","シルフィエット(CV:茅野愛衣)",2023-09-25,309427,29,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"anime","TOHO animation RECORDS",0.495,0.439,11,-9.796,1,0.0244,0.44,0.321,0.195,0.304,79.955,4
spotify:track:7D5QvT8iYeXQ9wLL49MTLd,"永遠なれ、アスラ王国","『無職転生 ～異世界行ったら本気だす～』 第２期 オリジナル・サウンドトラック","牧浦乙葵",2023-09-25,55000,15,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:24:21Z,"","TOHO animation Records",0.434,0.0198,0,-14.451,1,0.0495,0.967,0,0.205,0.565,99.481,3
spotify:track:7r6pHYnNYqxSZr8e40VF8T,"01","01","QUEEN BEE",2023-10-07,186706,54,false,1rm8a4ytboch21x75yu5jotkz,2025-05-01T16:25:03Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.458,0.974,7,-2.979,0,0.134,0.004,0,0.105,0.569,89.594,4
